도서관명,행정구역,주소
양정2동작은도서관,부산광역시 부산진구,"부산광역시 부산진구 양정로15번길 26, (양정동)양정2동주민센터 2층"
어깨동무책방,부산광역시 해운대구,"부산광역시 해운대구 재반로256번길 15, (반여동)효원약국 2층"
어린이&가족도서관 꿈꾸는 글나라,부산광역시 사상구,"부산광역시 사상구 낙동대로 704, (엄궁동)큐라이트빌딩 7층"
어린이도서관동화랑놀자,부산광역시 부산진구,"부산광역시 부산진구 당감서로 119, (당감동)2층 동화랑놀자"
어울림 작은도서관,부산광역시 서구,"부산광역시 서구 해돋이로 59, (남부민동)샛디커뮤니티센터 2층"
어울림마당작은도서관,부산광역시 영도구,부산 영도구 청학2동청학남로13번길 18
어진이작은도서관,부산광역시 해운대구,부산광역시 해운대구 재반로12번길 16(해운대종합사회복지관)해운대종합사회복지관
에디슨타운책벌레작은도서관,부산광역시 강서구,부산 강서구 명지동오션시티로10
에벤에셀 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 임곡2길 21-18, 복된교회 1층"
에일린의뜰작은도서관,부산광역시 강서구,"부산광역시 강서구 명지국제5로 60, (명지동, 에일린의뜰)에일린의뜰 내"
에코작은도서관,부산광역시 사하구,부산광역시 사하구 낙동남로 1240-10(낙동강하구에코센터탐방체험장)낙동강하구에코센터
엘림작은도서관,부산광역시 해운대구,"부산광역시 해운대구 좌동순환로433번길 35-1, (중동)해운대침례교회"
여행(동구여성친화도서관),부산광역시 동구,"부산광역시 동구 중앙대로349번길 20, (수정동)(동구문화원 내)"
연산3동 새마을문고 밤골 작은도서관,부산광역시 연제구,부산 연제구 연산동금련로 24번길 33(연산동)
연산4동새마을문고해뜰작은도서관,부산광역시 연제구,부산광역시 연제구 중앙대로1150번길 15(부산광역시장애인종합복지관)지하1층
연제가족도서원,부산광역시 연제구,부산광역시 연제구 중앙천로 35연산2동 798-1 2층
연지동작은도서관,부산광역시 부산진구,"부산광역시 부산진구 국악로 30, (연지동)연지동주민센터 2층"
열린도서관,부산광역시 부산진구,"부산광역시 부산진구 대학로 60, (가야동)부산광역시다사랑복합문화예술회관 5층"
열린문고 작은도서관,부산광역시 기장군,"부산광역시 기장군 기장읍 대청로36번길 11-12, 기장 열린교회"
열린작은도서관,부산광역시 북구,"부산광역시 북구 양달로4번길 7, (화명동)열린 작은도서관"
열매맺는작은도서관,부산광역시 연제구,"부산광역시 연제구 해맞이로 23, (거제동, 거제유림아시아드)115동(상가동) 201호"
영도구청 도서자료관,부산광역시 영도구,"부산광역시 영도구 태종로 423, (청학동)영도구청,3층"
영선2동 풀잎작은도서관,부산광역시 영도구,"부산광역시 영도구 영선대로 65, (영선동3가)영선2동주민센터"
영선나릿 작은도서관,부산광역시 영도구,"부산광역시 영도구 꿈나무길 25, (영선동1가)영선1동주민센터 지하1층"
예닮책마을 작은도서관,부산광역시 기장군,"부산광역시 기장군 기장읍 내리1길 6-2, 우리교회 내"
오뚜기 작은도서관,부산광역시 북구,"부산광역시 북구 학사로 246, (금곡동)금곡동 1883"
오른발왼발작은도서관,부산광역시 동래구,"부산광역시 동래구 안락로 136, (안락동)3층(리드앤톡 영어독서어학원)"
오작교 작은도서관,부산광역시 사하구,"부산광역시 사하구 낙동대로171번길 30-5, (괴정동)괴정3동 행정복지센터"
온고지신 작은도서관,부산광역시 동래구,"부산광역시 동래구 충렬대로126번길 39, (온천동)지상 1층"
온천1동 새마을문고,부산광역시 동래구,"부산광역시 동래구 금강로 127, (온천동)온천1동 주민센터 2층"
온천2동 새마을문고,부산광역시 동래구,"부산광역시 동래구 충렬대로107번길 28, (온천동)온천2동 주민센터 2층"
온천3동 새마을문고,부산광역시 동래구,"부산광역시 동래구 아시아드대로231번길 21, (온천동)온천3동 주민센터"
올맘도서관,부산광역시 남구,"부산광역시 남구 수영로 345, (대연동, 대연힐스테이트푸르지오)주민카페 2층"
용당꿈꾸는어린이도서관,부산광역시 남구,"부산광역시 남구 동명로 26, (용당동)현대아이파크"
우1동새마을작은도서관,부산광역시 해운대구,"부산 해운대구 우동해운대로 612, 우1동주민센터 4층"
우2동새마을작은도서관,부산광역시 해운대구,"부산광역시 해운대구 해운대로383번가길 7, (우동)우2동행정복지센터 내"
우3동새마을작은도서관,부산광역시 해운대구,"부산광역시 해운대구 해운대해변로 104, (우동)우3동작은도서관"
우리 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 정관로 485, 롯데캐슬프라자 8층 예안교회"
우리놀이터작은도서관,부산광역시 강서구,"부산광역시 강서구 명지국제12로 67-1, (명지동)102호"
우리동네작은도서관,부산광역시 금정구,"부산광역시 금정구 서부곡로 7, (부곡동)1층 새사람교회"
우방아이유쉘작은도서관,부산광역시 강서구,"부산광역시 강서구 화전산단4로 74, (화전동, 우방아이유쉘)명지화전우방아이유쉘"
우지작은도서관,부산광역시 금정구,"부산광역시 금정구 구서로 15, (구서동)THE VENTI 4층"
월드메르디앙 작은도서관,부산광역시 연제구,"부산광역시 연제구 거제천로 233, (거제동, 거제동월드메르디앙아파트)관리사무소 2층"
위드맘 블루밍 작은도서관,부산광역시 금정구,"부산광역시 금정구 금강로 225, (장전동, 벽산블루밍디자인시티)1층"
유엔평화기념관 작은도서관,부산광역시 남구,"부산광역시 남구 홍곡로320번길 106, (대연동)유엔평화기념관 3층"
율리작은도서관,부산광역시 북구,부산광역시 북구 화명신도시로 255(율리마을주공아파트)율리주공아파트 관리동 2층
은빛 사랑채 작은도서관,부산광역시 금정구,"부산광역시 금정구 서동로60번길 13-22, (부곡동)부곡동"
은항쉐마도서관,부산광역시 사하구,부산 사하구 장림2동두송로12
은혜도서관,부산광역시 영도구,부산 영도구 봉래동봉래쉼터길 37 제4영도교회 1층
이땅바다작은도서관,부산광역시 금정구,"부산광역시 금정구 금강로565번길 47, (구서동)3층"
이야기숲작은도서관,부산광역시 부산진구,"부산광역시 부산진구 동성로 20, (전포동)구 동성중학교 3층"
이지더원5차 꿈꾸는 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 방곡로 29, (이지더원5차)이지더원5차"
이진캐스빌블루1차 작은도서관,부산광역시 기장군,"부산광역시 기장군 기장읍 차성로 461, (이진캐스빌블루 1차아파트)관리동 내(정문출입구 오른쪽)"
인앤인 작은도서관,부산광역시 사하구,"부산광역시 사하구 장평로145번길 40, (장림동)2층 201호"
일광 용천 작은도서관,부산광역시 기장군,"부산광역시 기장군 일광면 화용길 206, 산수곡마을회관 2층"
일동미라주아파트작은도서관,부산광역시 해운대구,"부산광역시 해운대구 삼어로 77, (반여동, 일동미라주아파트)일동미라주아파트 관리동"
작은나무 큰숲도서관,부산광역시 남구,"부산광역시 남구 용호로159번길 10, (용호동)2층"
작은나무숲 작은도서관,부산광역시 남구,"부산광역시 남구 석포로32번길 29, (감만동)작은나무숲 작은도서관"
작은도서관 소풍,부산광역시 남구,"부산광역시 남구 용호로198번길 19, (용호동)3층"
작은도서관 솔문고,부산광역시 수영구,"부산광역시 수영구 수미로71번길 9, (망미동)1층"
작은도서관 옹달샘,부산광역시 금정구,"부산광역시 금정구 죽전1길 9, (금성동)작은도서관옹달샘"
작은도서관 참조은,부산광역시 동래구,"부산광역시 동래구 금강로 70, (온천동)참조은빌딩 5층"
작은도서관꿈여울,부산광역시 부산진구,"부산광역시 부산진구 동평로27번길 10, (당감동)백양로교회 비전센터 401호"
작은도서관꿈자람,부산광역시 부산진구,"부산광역시 부산진구 전포대로190번길 35, (전포동)전포종합사회복지관"
작은여울 도서관,부산광역시 남구,부산 남구 문현동 진남로 232번길 51
작은인문학도서관,부산광역시 해운대구,"부산광역시 해운대구 센텀중앙로 170, (재송동)2층"
장산마루작은도서관,부산광역시 해운대구,"부산광역시 해운대구 재반로118번길 47, (재송동)2층"
재반작은도서관,부산광역시 해운대구,"부산광역시 해운대구 재송2로74번길 36, (재송동)4층"
재송1동새마을작은도서관,부산광역시 해운대구,부산 해운대구 재송동재반로63번길 23
재송2동새마을작은도서관,부산광역시 해운대구,"부산광역시 해운대구 재반로125번길 26, (재송동)2층"
정관 LH4단지 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 산단4로 160, (정관신도시 엘에이치 4단지)LH4단지"
정관 LH5단지 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 산단2로 60, (정관신도시 엘에이치 5단지)LH5단지 아파트"
정관 LH7단지 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 모전로 41, (정관신도시 엘에이치 7단지 아파트)정관LH7아파트"
정관 가화만사성 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 방곡로 39, (가화만사성 정관타운)105동 내"
정관 이지더원2차 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 정관2로 9, (이지 더원 2차 아파트)이지 더원2차아파트"
정관 이지더원3차 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 정관로 350, (이지 더원 3차 아파트)308동 내 커뮤니티 센터"
정관 지혜의 숲 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 정관5로 12, (동원로얄듀크2차아파트)관리동 내(213동 옆)"
정관동일2차 북카페 작은도서관,부산광역시 기장군,"부산광역시 기장군 정관읍 정관3로 23, (정관동일스위트 2차)관리동 내(206동 지하2층)"
좋은소나무작은도서관,부산광역시 금정구,"부산광역시 금정구 금샘로 489, (남산동)1층"
좌1동새마을작은도서관,부산광역시 해운대구,부산 해운대구 좌동양운로91
좌2동새마을작은도서관,부산광역시 해운대구,"부산광역시 해운대구 좌동순환로 302, (좌동)3층"
좌3동새마을작은도서관,부산광역시 해운대구,"부산광역시 해운대구 좌동순환로 65, (좌동)2층"
좌4동새마을작은도서관,부산광역시 해운대구,"부산 해운대구 좌동좌동순환로181, 좌4동 주민센터내"
주례1동 작은도서관,부산광역시 사상구,"부산광역시 사상구 가야대로255번길 17, (주례동)주례1동 행정복지센터 3층"
주례쌈지작은도서관,부산광역시 사상구,"부산광역시 사상구 냉정로 10, (주례동)주례3동 행정복지센터 2층"
